"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"05/2023";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"8.223.844,74";"38.707.482,18";"33.113.991,48";"2.305.839,52";
"07/2023";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"14.766.601,21";"39.631.264,39";"50.587.376,31";"2.072.557,19";
"08/2023";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"9.151.402,15";"41.121.519,01";"40.115.919,50";"1.069.317,92";
"09/2023";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"8.629.228,69";"43.098.758,91";"41.985.201,05";"730.287,89";
"12/2023";"26000 - Ministério da Educação";"26434 - Instituto Federal Fluminense";"21.643.385,20";"58.910.124,64";"62.836.617,60";"695.171,14";
"07/2023";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"4.502.211,04";"31.051.995,19";"35.967.919,93";"2.018.774,68";
"01/2023";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"312.901.663,82";"24.436.951,37";"9.033.351,50";"30.673.855,28";
"02/2023";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"3.812.227,39";"25.241.274,40";"24.862.337,68";"2.085.530,72";
"03/2023";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"4.701.638,01";"27.787.767,81";"27.535.213,75";"5.104.330,98";
"04/2023";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"25.948.831,50";"28.136.332,37";"26.476.958,36";"1.753.573,67";
"05/2023";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"8.723.028,83";"31.726.308,73";"30.213.357,12";"2.467.175,77";
"06/2023";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"4.930.171,15";"35.880.929,83";"28.544.304,23";"1.460.648,19";
"08/2023";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"6.867.721,91";"32.799.032,58";"32.043.116,22";"2.323.972,24";
"09/2023";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"3.471.240,21";"32.259.858,83";"31.806.910,16";"526.286,22";
"10/2023";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"11.957.734,07";"32.617.836,98";"32.474.437,77";"526.297,57";
"11/2023";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"11.110.822,22";"50.642.337,40";"41.879.237,14";"611.262,90";
"12/2023";"26000 - Ministério da Educação";"26407 - Instituto Federal Goiano";"27.182.374,02";"46.854.355,09";"44.951.999,92";"545.300,48";
"02/2023";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"3.737.086,13";"36.866.506,20";"35.874.245,26";"6.278.703,85";
"03/2023";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"5.155.605,04";"38.353.707,12";"39.012.357,94";"3.011.693,46";
"04/2023";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"259.600.548,65";"38.404.636,16";"38.377.723,49";"756.328,48";
"06/2023";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"14.087.935,88";"50.817.972,99";"38.255.928,91";"1.031.888,35";
"07/2023";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"6.548.199,23";"43.626.434,96";"50.645.915,21";"634.324,21";
"11/2023";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"7.198.398,91";"66.447.516,75";"51.980.450,62";"258.909,98";
"01/2023";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"113.212.051,72";"36.047.448,07";"11.761.609,24";"38.419.470,74";
"05/2023";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"12.011.167,32";"42.441.282,38";"35.243.994,72";"1.441.195,66";
"08/2023";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"116.991.449,64";"43.184.378,67";"43.610.654,21";"70.276,07";
"09/2023";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"3.864.645,19";"44.524.283,40";"42.444.891,38";"467.924,42";
"10/2023";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"6.708.366,70";"44.059.951,10";"45.267.575,56";"270.728,43";
"12/2023";"26000 - Ministério da Educação";"26436 - Instituto Federal Sul-rio-grandense";"22.126.162,35";"65.896.653,52";"57.307.066,37";"144.203,45";
"10/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"4.351.903,91";"30.816.089,77";"30.815.369,62";"0,00";
"11/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"23.457.811,21";"44.593.656,34";"35.000.784,49";"0,00";
"12/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"19.730.101,16";"37.004.211,22";"38.891.932,64";"0,00";
"01/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"34.641.319,50";"25.677.649,67";"8.863.964,22";"24.007.918,36";
"02/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"162.024.590,67";"26.145.193,35";"26.640.800,07";"1.172.696,34";
"03/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"5.577.919,72";"28.889.393,88";"28.883.206,48";"782.073,80";
"04/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"33.767.576,35";"27.901.053,71";"27.788.359,27";"1.079.658,99";
"05/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"309.979,98";"31.198.076,53";"26.631.670,20";"199.090,72";
"06/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"15.584.191,75";"37.739.210,00";"26.479.381,91";"2.073.292,98";
"07/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"98.403.429,26";"30.770.856,30";"38.495.062,09";"600,60";
"08/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"3.081,14";"30.382.672,05";"30.317.771,38";"74.338,00";
"09/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30204 - Instituto Nacional da Propriedade Industrial";"- 61.104,93";"30.490.561,26";"30.558.612,30";"76.419,70";
"04/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"34.958.404,06";"107.002.834,02";"103.869.538,18";"8.086.821,17";
"07/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"19.982.349,20";"135.174.155,00";"172.774.526,32";"5.126.897,29";
"08/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"72.147.557,95";"117.050.379,15";"116.617.811,35";"5.257.172,93";
"01/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"1.201.342.924,56";"91.950.929,50";"19.450.381,88";"92.021.417,25";
"02/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"176.167.801,53";"96.108.907,13";"94.867.085,99";"11.319.656,98";
"03/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"- 138.504.540,66";"105.137.553,54";"104.844.186,62";"18.195.973,37";
"05/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"25.263.540,02";"113.675.940,46";"103.087.954,28";"19.021.198,82";
"06/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"116.629.816,25";"150.313.636,95";"111.075.356,48";"24.826.184,78";
"09/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"29.375.563,22";"123.561.173,77";"124.258.624,45";"7.532.393,58";
"10/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"6.191.312,60";"126.829.472,86";"124.662.125,91";"5.122.690,73";
"11/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"55.149.299,28";"208.215.665,79";"164.776.784,89";"8.516.028,72";
"12/2023";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"319.662.217,54";"161.475.455,59";"189.759.573,17";"59.309.476,36";
"01/2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"109.338.750,82";"7.435.659,63";"2.508.326,75";"136.406.241,65";
"02/2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"62.551.734,87";"9.862.628,39";"10.199.043,08";"65.150.355,44";
"03/2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"173.007.980,58";"23.254.563,54";"20.794.807,63";"29.918.833,26";
"04/2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"106.236.317,46";"18.560.268,00";"19.352.917,65";"51.781.884,88";
"07/2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"316.819.144,02";"23.871.145,09";"26.234.130,58";"780.343,68";
"08/2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"38.572.821,03";"21.079.632,95";"20.393.134,52";"16.464.122,18";
"09/2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"64.827.788,93";"40.069.868,45";"40.148.039,08";"51.511.902,79";
"10/2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"- 89.805.895,28";"76.524.337,48";"76.587.722,98";"310.205,45";
"11/2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"164.607.169,42";"77.631.544,54";"74.205.331,97";"75.746.774,20";
"12/2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"16.217.418,38";"218.364.830,85";"208.113.718,88";"20.470.584,45";
"05/2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"66.147.107,07";"27.470.409,09";"27.168.214,20";"37.028.591,26";
"06/2023";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"64.234.662,89";"30.826.998,87";"28.509.569,76";"27.420.761,40";
"02/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"84.952.090,89";"74.814.926,86";"73.417.621,31";"5.758.721,45";
"03/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"62.174.653,94";"58.593.367,40";"59.354.179,56";"824.722,51";
"04/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"107.132.047,73";"63.993.510,42";"61.408.811,34";"877.183,02";
"07/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"213.770.374,52";"63.624.904,74";"70.686.866,58";"255.266,10";
"10/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"41.359.517,51";"65.887.433,53";"65.796.407,45";"192.167,86";
"11/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"118.755.040,83";"84.887.601,69";"75.615.489,03";"142.212,03";
"12/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"47.120.815,82";"168.945.007,09";"171.524.849,99";"- 20.006,40";
"05/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"67.433.276,94";"66.804.262,47";"60.455.418,75";"803.600,61";
"06/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"65.078.778,85";"74.852.582,55";"72.681.845,37";"3.541.105,74";
"08/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"36.809.748,20";"75.322.987,52";"74.781.855,28";"16.674,11";
"09/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"37.307.818,63";"67.540.133,76";"67.929.077,14";"531.175,61";
"01/2023";"28000 - Ministério do Desenvolvimento, Indústria, Comércio e Serviços";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"22.969.362,93";"22.858.819,33";"7.090.007,76";"26.015.264,19";
"01/2023";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"25.081.924,48";"290.614,31";"70.591,58";"2.650.270,50";
"02/2023";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"- 13.936.044,66";"1.109.987,22";"1.127.630,64";"2.210.046,42";
"03/2023";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"1.772.115,10";"2.517.331,78";"2.098.760,44";"211.092,07";
"04/2023";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"14.609.112,38";"1.479.398,62";"1.898.997,50";"329.790,38";
"05/2023";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"344.285,68";"3.009.292,48";"2.473.184,23";"375.964,97";
"06/2023";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"307.489,00";"1.647.177,70";"1.964.447,75";"25.735,62";
"07/2023";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"61.262,76";"2.251.464,36";"2.374.561,01";"47.695,62";
"08/2023";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"52.617,77";"2.227.801,95";"2.235.343,62";"183.402,00";
"09/2023";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"419.830,05";"2.056.871,82";"2.115.451,65";"18.083,33";
"10/2023";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"- 513.906,13";"2.633.055,68";"2.479.179,96";"188.633,36";
"11/2023";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"907.229,32";"2.473.309,35";"2.228.590,14";"11.350,00";
"12/2023";"20000 - Presidência da República";"24208 - Instituto Nacional de Tecnologia da Informação";"3.343.500,69";"2.214.344,74";"2.514.919,32";"0,00";
"01/2023";"33000 - Ministério da Previdência Social";"37202 - Instituto Nacional do Seguro Social";"92.354.538.060,89";"7.873.205.879,58";"3.629.621.020,85";"4.136.095.104,25";
"02/2023";"33000 - Ministério da Previdência Social";"37202 - Instituto Nacional do Seguro Social";"183.150.740,46";"7.929.766.524,33";"7.894.445.817,31";"29.062.225,47";
"05/2023";"33000 - Ministério da Previdência Social";"37202 - Instituto Nacional do Seguro Social";"890.237.830,29";"8.387.215.863,50";"8.157.353.541,29";"11.590.228,73";
"09/2023";"33000 - Ministério da Previdência Social";"37202 - Instituto Nacional do Seguro Social";"273.181.115,90";"8.722.283.085,25";"8.755.430.637,56";"1.129.582,78";
"03/2023";"33000 - Ministério da Previdência Social";"37202 - Instituto Nacional do Seguro Social";"197.524.201,16";"8.113.564.169,01";"8.034.771.280,98";"91.795.280,97";
"04/2023";"33000 - Ministério da Previdência Social";"37202 - Instituto Nacional do Seguro Social";"513.119.806,48";"8.064.629.708,78";"8.090.559.959,40";"38.033.401,11";
"06/2023";"33000 - Ministério da Previdência Social";"37202 - Instituto Nacional do Seguro Social";"108.340.137,99";"8.687.419.465,10";"8.319.920.301,33";"24.974.859,17";
"07/2023";"33000 - Ministério da Previdência Social";"37202 - Instituto Nacional do Seguro Social";"660.838.541,91";"8.558.533.544,34";"8.875.843.329,57";"9.209.276,28";
"08/2023";"33000 - Ministério da Previdência Social";"37202 - Instituto Nacional do Seguro Social";"127.763.000,54";"8.862.947.277,95";"8.686.932.131,64";"2.672.467,96";
"10/2023";"33000 - Ministério da Previdência Social";"37202 - Instituto Nacional do Seguro Social";"632.925.313,32";"8.754.308.122,07";"8.742.542.202,96";"4.630.072,03";
"11/2023";"33000 - Ministério da Previdência Social";"37202 - Instituto Nacional do Seguro Social";"668.813.670,45";"9.149.196.197,90";"8.776.518.523,87";"1.244.352,01";
"12/2023";"33000 - Ministério da Previdência Social";"37202 - Instituto Nacional do Seguro Social";"6.614.463.322,64";"8.990.339.719,96";"9.188.779.492,65";"2.668.173,35";
"01/2023";"22000 - Ministério da Agricultura e Pecuária";"22000 - Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"303.985.175,17";"280.801.956,64";"63.569.374,60";"291.529.381,78";
"02/2023";"22000 - Ministério da Agricultura e Pecuária";"22000 - Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"309.022.792,06";"288.113.870,19";"291.571.123,84";"20.873.975,95";
"03/2023";"22000 - Ministério da Agricultura e Pecuária";"22000 - Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"3.035.074.221,44";"303.675.163,28";"302.259.764,48";"12.550.007,53";
"04/2023";"22000 - Ministério da Agricultura e Pecuária";"22000 - Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"60.621.665,50";"298.730.917,89";"297.051.219,11";"138.877.891,88";
"05/2023";"22000 - Ministério da Agricultura e Pecuária";"22000 - Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"483.851.469,46";"736.090.624,61";"496.270.695,81";"343.536.347,57";
"06/2023";"22000 - Ministério da Agricultura e Pecuária";"22000 - Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"385.540.137,11";"485.660.059,93";"282.681.161,74";"122.721.878,89";
"07/2023";"22000 - Ministério da Agricultura e Pecuária";"22000 - Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"189.561.119,13";"478.433.735,33";"577.250.077,09";"35.626.805,76";
"08/2023";"22000 - Ministério da Agricultura e Pecuária";"22000 - Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"569.119.466,68";"523.324.565,09";"421.725.533,43";"276.543.138,43";
"09/2023";"22000 - Ministério da Agricultura e Pecuária";"22000 - Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"265.832.922,18";"496.731.730,61";"455.089.723,27";"61.607.876,82";
"11/2023";"22000 - Ministério da Agricultura e Pecuária";"22000 - Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"- 378.061.871,43";"122.900.746,23";"423.852.077,12";"102.744.467,84";
"12/2023";"22000 - Ministério da Agricultura e Pecuária";"22000 - Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"179.524.608,58";"147.288.546,43";"457.434.321,15";"531.704.893,21";
"10/2023";"22000 - Ministério da Agricultura e Pecuária";"22000 - Ministério da Agricultura e Pecuária - Unidades com vínculo direto";"176.227.254,64";"340.107.889,12";"406.478.861,51";"227.719.932,41";
"05/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24000 - Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"110.413.662,98";"186.483.917,28";"172.711.917,95";"10.764.421,40";
"06/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24000 - Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"199.562.905,41";"487.922.269,82";"430.554.663,52";"15.375.141,08";
"01/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24000 - Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"1.904.320.936,90";"153.597.574,32";"28.996.001,30";"169.616.621,82";
"02/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24000 - Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"38.423.587,58";"166.538.612,95";"161.777.637,59";"22.944.936,18";
"03/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24000 - Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"25.478.410,64";"170.235.868,45";"176.111.630,00";"27.704.160,77";
"04/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24000 - Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"239.057.284,93";"175.510.666,74";"175.686.618,17";"29.436.318,45";
"07/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24000 - Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"163.980.322,46";"330.133.633,42";"393.042.012,45";"7.080.349,41";
"08/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24000 - Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"27.407.862,40";"203.115.680,49";"203.658.719,25";"5.471.732,95";
"09/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24000 - Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"17.775.394,99";"211.505.012,47";"212.548.996,77";"3.579.647,65";
"10/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24000 - Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"35.902.769,21";"196.595.710,35";"197.641.750,34";"3.445.368,70";
"11/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24000 - Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"630.000.537,35";"647.721.946,41";"462.116.445,59";"5.600.349,45";
"12/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24000 - Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"740.247.203,21";"965.855.766,69";"1.132.048.469,08";"8.623.480,35";
"01/2023";"42000 - Ministério da Cultura";"42000 - Ministério da Cultura - Unidades com vínculo direto";"74.746,60";"0,00";"0,00";"3.518.949,52";
"02/2023";"42000 - Ministério da Cultura";"42000 - Ministério da Cultura - Unidades com vínculo direto";"3.113.318,01";"107.690,56";"0,00";"350.000,00";
"10/2023";"42000 - Ministério da Cultura";"42000 - Ministério da Cultura - Unidades com vínculo direto";"33.234.873,79";"37.088.729,16";"38.151.435,56";"1.229.014,27";
"04/2023";"42000 - Ministério da Cultura";"42000 - Ministério da Cultura - Unidades com vínculo direto";"15.564.818,10";"13.492.028,01";"12.690.657,31";"2.162.580,72";
"07/2023";"42000 - Ministério da Cultura";"42000 - Ministério da Cultura - Unidades com vínculo direto";"52.982.321,48";"16.756.649,10";"9.460.373,68";"3.578.078,37";
"08/2023";"42000 - Ministério da Cultura";"42000 - Ministério da Cultura - Unidades com vínculo direto";"43.879.817,69";"26.425.429,34";"26.055.343,59";"1.048.100,56";
"09/2023";"42000 - Ministério da Cultura";"42000 - Ministério da Cultura - Unidades com vínculo direto";"32.336.415,36";"24.499.220,89";"20.210.345,21";"1.650.375,71";
"03/2023";"42000 - Ministério da Cultura";"42000 - Ministério da Cultura - Unidades com vínculo direto";"49.195.082,28";"5.539.457,84";"5.609.299,18";"1.795.834,95";
"05/2023";"42000 - Ministério da Cultura";"42000 - Ministério da Cultura - Unidades com vínculo direto";"29.525.350,75";"9.848.278,81";"9.345.629,33";"9.646.587,92";
"06/2023";"42000 - Ministério da Cultura";"42000 - Ministério da Cultura - Unidades com vínculo direto";"9.693.007,51";"15.854.219,07";"16.382.998,37";"9.573.994,12";
"11/2023";"42000 - Ministério da Cultura";"42000 - Ministério da Cultura - Unidades com vínculo direto";"48.661.716,81";"26.610.545,61";"21.323.804,81";"1.456.005,14";
"12/2023";"42000 - Ministério da Cultura";"42000 - Ministério da Cultura - Unidades com vínculo direto";"90.407.341,60";"54.750.956,90";"55.082.286,09";"2.314.173,84";
"01/2023";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"341.492.658,06";"22.937.109,04";"6.208.459,88";"82.022.363,64";
"02/2023";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"18.320.452,86";"24.534.452,35";"24.826.958,23";"117.812.349,29";
"03/2023";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"5.869.619,66";"33.819.233,74";"29.619.646,30";"126.175.179,28";
"04/2023";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"69.690.052,70";"35.464.672,04";"35.967.233,06";"66.060.577,49";
"05/2023";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"98.332.739,99";"54.632.817,23";"53.108.140,19";"61.467.155,88";
"06/2023";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"145.876.750,81";"72.918.272,62";"66.063.859,07";"52.780.910,66";
"07/2023";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"288.206.539,35";"61.897.010,01";"64.979.953,69";"70.621.957,04";
"08/2023";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"56.139.419,57";"67.629.930,39";"72.716.943,53";"76.333.359,82";
"09/2023";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"81.070.197,18";"74.453.598,03";"75.119.726,41";"56.436.536,88";
"10/2023";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"27.334.350,26";"69.314.702,81";"68.642.214,32";"40.862.030,33";
"11/2023";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"80.236.440,02";"92.519.009,50";"85.233.101,74";"71.320.219,66";
"12/2023";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"298.255.456,69";"103.219.196,37";"105.638.970,15";"86.754.450,89";
"01/2023";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"259.872.939,60";"45.898.352,81";"8.639.085,59";"90.630.160,21";
"04/2023";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"111.526.443,21";"66.513.540,57";"66.722.454,18";"6.005.623,53";
"07/2023";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"128.177.875,41";"82.843.553,82";"106.070.071,08";"1.155.969,50";
"02/2023";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"40.467.920,65";"50.337.606,98";"52.553.129,28";"20.886.818,82";
